run_index,architecture,load_multiplier,agent,is_critical,spawn_time,waiting_entry_time,wing_entry_time,triage_start_estimate,treatment_complete_time,home_time,service_seconds,time_to_triage_seconds,total_seconds
0,FsmReactiveController,2.0,Patient (5) Spawned 60 Critical[critical],True,911.663,923.637,931.903,952.077,1159.377,1171.129,207.3,40.41399999999999,259.4659999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 61 Critical[critical],True,911.767,924.097,932.908,945.371,1109.501,1119.309,164.13,33.60399999999993,207.54199999999992
0,FsmReactiveController,2.0,Patient (5) Spawned 62 Critical[critical],True,931.667,944.216,965.19,980.189,1103.319,1111.913,123.13,48.521999999999935,180.24599999999998
0,FsmReactiveController,2.0,Patient (5) Spawned 63[Untagged],False,956.663,969.036,981.57,990.203,1237.933,1244.97,247.73,33.539999999999964,288.307
0,FsmReactiveController,2.0,Patient (5) Spawned 64[Untagged],False,960.003,972.244,989.339,1004.429,1252.579,1264.861,248.15,44.42599999999993,304.85800000000006
0,FsmReactiveController,2.0,Patient (5) Spawned 65[Untagged],False,961.669,974.199,989.633,1004.9250000000001,1199.255,1210.808,194.33,43.256000000000085,249.139
0,FsmReactiveController,2.0,Patient (5) Spawned 66 Critical[critical],True,973.343,985.777,995.136,1010.2249999999999,1257.955,1266.096,247.73,36.88199999999995,292.75300000000004
0,FsmReactiveController,2.0,Patient (5) Spawned 67[Untagged],False,983.344,995.862,1005.14,1020.1139999999999,1212.714,1224.484,192.6,36.76999999999987,241.13999999999987
0,FsmReactiveController,2.0,Patient (5) Spawned 68[Untagged],False,1018.348,1030.447,1047.101,1101.177,1326.117,1337.835,224.94,82.82899999999995,319.4870000000001
0,FsmReactiveController,2.0,Patient (5) Spawned 69[Untagged],False,1026.669,1039.293,1048.081,1081.605,1285.375,1298.242,203.77,54.93599999999992,271.57299999999987
0,FsmReactiveController,2.0,Patient (5) Spawned 70[Untagged],False,1036.672,1048.965,1060.214,1096.162,1257.172,1265.362,161.01,59.49000000000001,228.69000000000005
0,FsmReactiveController,2.0,Patient (5) Spawned 71 Critical[critical],True,1045.009,1057.541,1075.943,1099.326,1382.896,1394.097,283.57,54.31700000000001,349.08799999999997
0,FsmReactiveController,2.0,Patient (5) Spawned 72 Critical[critical],True,1068.351,1080.86,1121.948,1131.083,1357.943,1375.882,226.86,62.73199999999997,307.53099999999995
0,FsmReactiveController,2.0,Patient (5) Spawned 73[Untagged],False,1071.661,1084.238,1121.963,1136.745,1398.595,1411.32,261.85,65.08399999999983,339.6589999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 74[Untagged],False,1073.346,1085.457,1121.963,1132.296,1275.866,1282.946,143.57,58.950000000000045,209.5999999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 75[Untagged],False,1073.44,1086.097,1121.963,1133.31,1401.87,1412.665,268.56,59.86999999999989,339.2249999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 76 Critical[critical],True,1085.001,1097.334,1129.601,1139.528,1296.588,1305.169,157.06,54.527000000000044,220.16800000000012
0,FsmReactiveController,2.0,Patient (5) Spawned 77[Untagged],False,1103.348,1115.944,1130.399,1137.617,1332.427,1369.908,194.81,34.269000000000005,266.55999999999995
0,FsmReactiveController,2.0,Patient (5) Spawned 78[Untagged],False,1110.009,1122.511,1131.573,1144.118,1310.168,1326.979,166.05,34.108999999999924,216.97000000000003
0,FsmReactiveController,2.0,Patient (5) Spawned 79[Untagged],False,1111.674,1123.877,1132.143,1146.422,1285.312,1294.825,138.89,34.74800000000005,183.15100000000007
0,FsmReactiveController,2.0,Patient (5) Spawned 80[Untagged],False,1121.67,1133.798,1142.119,1163.224,1308.194,1329.92,144.97,41.55399999999986,208.25
0,FsmReactiveController,2.0,Patient (5) Spawned 81[Untagged],False,1125.011,1137.217,1145.639,1157.8139999999999,1358.674,1376.884,200.86,32.802999999999884,251.87300000000005
0,FsmReactiveController,2.0,Patient (5) Spawned 82 Critical[critical],True,1133.346,1145.871,1171.147,1184.5790000000002,1423.709,1452.535,239.13,51.233000000000175,319.1890000000001
0,FsmReactiveController,2.0,Patient (5) Spawned 83 Critical[critical],True,1136.674,1149.173,1171.147,1188.065,1460.455,1470.115,272.39,51.391000000000076,333.44100000000003
0,FsmReactiveController,2.0,Patient (5) Spawned 84[Untagged],False,1143.348,1155.754,1179.139,1194.217,1456.557,1468.286,262.34,50.86900000000014,324.9380000000001
0,FsmReactiveController,2.0,Patient (5) Spawned 85[Untagged],False,1143.44,1156.208,1179.481,1197.818,1399.278,1442.948,201.46,54.37799999999993,299.50800000000004
0,FsmReactiveController,2.0,Patient (5) Spawned 86[Untagged],False,1143.547,1160.493,1181.068,1195.595,1471.355,1513.627,275.76,52.048,370.0799999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 87[Untagged],False,1148.348,1161.084,1179.423,1187.23,1460.62,1472.653,273.39,38.88200000000006,324.30500000000006
0,FsmReactiveController,2.0,Patient (5) Spawned 88[Untagged],False,1156.675,1169.04,1179.466,1195.096,1384.046,1393.7,188.95,38.42100000000005,237.0250000000001
0,FsmReactiveController,2.0,Patient (5) Spawned 89 Critical[critical],True,1166.668,1179.139,1187.643,1207.518,1331.438,1373.634,123.92,40.850000000000136,206.96600000000012
0,FsmReactiveController,2.0,Patient (5) Spawned 90[Untagged],False,1173.346,1185.721,1194.195,1232.745,1391.745,1399.937,159.0,59.39899999999989,226.5909999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 91[Untagged],False,1176.673,1189.099,1198.086,1237.526,1444.126,1457.583,206.6,60.853000000000065,280.9100000000001
0,FsmReactiveController,2.0,Patient (5) Spawned 92 Critical[critical],True,1181.67,1194.608,1210.825,1232.716,1456.326,1466.563,223.61,51.04599999999982,284.89300000000003
0,FsmReactiveController,2.0,Patient (5) Spawned 93[Untagged],False,1186.662,1199.387,1244.986,1254.646,1396.086,1402.739,141.44,67.98399999999992,216.077
0,FsmReactiveController,2.0,Patient (5) Spawned 94[Untagged],False,1188.348,1200.909,1274.389,1344.1,1544.96,1553.501,200.86,155.75199999999995,365.153
0,FsmReactiveController,2.0,Patient (5) Spawned 95[Untagged],False,1200.002,1212.294,1282.962,1315.7069999999999,1466.937,1502.97,151.23,115.70499999999993,302.9680000000001
0,FsmReactiveController,2.0,Patient (5) Spawned 96[Untagged],False,1201.672,1214.383,1305.187,1349.019,1496.809,1512.435,147.79,147.34699999999998,310.7629999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 97 Critical[critical],True,1208.344,1220.955,1232.034,1249.4209999999998,1397.581,1407.621,148.16,41.07699999999977,199.27700000000004
0,FsmReactiveController,2.0,Patient (5) Spawned 98 Critical[critical],True,1210.001,1222.592,1233.218,1272.214,1487.464,1514.808,215.25,62.212999999999965,304.807
0,FsmReactiveController,2.0,Patient (5) Spawned 99[Untagged],False,1216.661,1229.22,1338.252,1354.224,1618.964,1632.488,264.74,137.56299999999987,415.827
0,FsmReactiveController,2.0,Patient (5) Spawned 100[Untagged],False,1228.352,1241.006,1338.268,1351.391,1592.741,1601.6,241.35,123.03899999999999,373.2479999999998
0,FsmReactiveController,2.0,Patient (5) Spawned 101[Untagged],False,1243.353,1256.086,1338.252,1352.52,1535.49,1548.134,182.97,109.16699999999992,304.78099999999995
0,FsmReactiveController,2.0,Patient (5) Spawned 102 Critical[critical],True,1245.003,1257.328,1274.125,1311.564,1560.294,1570.602,248.73,66.56100000000015,325.59900000000016
0,FsmReactiveController,2.0,Patient (5) Spawned 103[Untagged],False,1248.351,1261.076,1346.92,1353.581,1630.531,1638.161,276.95,105.22999999999979,389.80999999999995
0,FsmReactiveController,2.0,Patient (5) Spawned 104[Untagged],False,1278.35,1291.076,1347.041,1365.839,1510.109,1519.014,144.27,87.48900000000003,240.664
0,FsmReactiveController,2.0,Patient (5) Spawned 105[Untagged],False,1280.011,1292.132,1345.898,1368.477,1651.317,1663.127,282.84,88.46600000000012,383.116
0,FsmReactiveController,2.0,Patient (5) Spawned 106[Untagged],False,1288.353,1300.669,1349.163,1367.094,1647.984,1665.406,280.89,78.74099999999999,377.0529999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 107 Critical[critical],True,1298.354,1310.683,1345.756,1356.198,1562.458,1571.449,206.26,57.84400000000005,273.095
0,FsmReactiveController,2.0,Patient (5) Spawned 108[Untagged],False,1308.343,1320.856,1421.474,1432.304,1679.334,1722.857,247.03,123.96100000000001,414.5139999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 109[Untagged],False,1321.671,1334.463,1421.768,1438.059,1640.769,1653.285,202.71,116.38799999999992,331.61400000000003
0,FsmReactiveController,2.0,Patient (5) Spawned 110[Untagged],False,1323.352,1336.008,1420.817,1433.883,1708.373,1718.553,274.49,110.53099999999995,395.201
0,FsmReactiveController,2.0,Patient (5) Spawned 111[Untagged],False,1326.671,1339.418,1421.911,1438.985,1664.415,1704.266,225.43,112.31399999999985,377.595
0,FsmReactiveController,2.0,Patient (5) Spawned 112[Untagged],False,1331.667,1344.05,1421.135,1441.839,1581.399,1596.844,139.56,110.17200000000003,265.17700000000013
0,FsmReactiveController,2.0,Patient (5) Spawned 113 Critical[critical],True,1333.341,1345.651,1365.478,1381.499,1537.249,1544.774,155.75,48.15800000000013,211.433
0,FsmReactiveController,2.0,Patient (5) Spawned 114[Untagged],False,1336.665,1349.178,1431.737,1444.385,1681.355,1713.685,236.97,107.72000000000003,377.02
0,FsmReactiveController,2.0,Patient (5) Spawned 115 Critical[critical],True,1343.343,1355.882,1366.91,1388.386,1663.086,1702.34,274.7,45.04299999999989,358.99699999999984
0,FsmReactiveController,2.0,Patient (5) Spawned 116 Critical[critical],True,1345.003,1357.658,1420.999,1434.911,1711.491,1762.191,276.58,89.90800000000013,417.1880000000001
0,FsmReactiveController,2.0,Patient (5) Spawned 117[Untagged],False,1351.668,1364.229,1482.042,1494.049,1762.039,1776.622,267.99,142.38100000000009,424.9540000000002
0,FsmReactiveController,2.0,Patient (5) Spawned 118 Critical[critical],True,1365.006,1377.572,1421.228,1433.8020000000001,1579.922,1586.708,146.12,68.79600000000005,221.702
0,FsmReactiveController,2.0,Patient (5) Spawned 119[Untagged],False,1371.674,1384.597,1481.593,1500.0710000000001,1715.631,1727.264,215.56,128.39700000000016,355.5899999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 120 Critical[critical],True,1381.663,1393.783,1420.969,1434.202,1564.352,1577.59,130.15,52.53899999999999,195.9269999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 121[Untagged],False,1381.765,1394.58,1481.245,1492.262,1763.682,1771.668,271.42,110.49699999999984,389.9029999999998
0,FsmReactiveController,2.0,Patient (5) Spawned 122[Untagged],False,1401.661,1414.19,1481.275,1501.467,1735.467,1775.991,234.0,99.80600000000004,374.3299999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 123[Untagged],False,1405.002,1417.554,1519.09,1534.241,1775.591,1785.953,241.35,129.23900000000003,380.951
0,FsmReactiveController,2.0,Patient (5) Spawned 124[Untagged],False,1418.353,1430.832,1530.293,1566.755,1820.615,1831.634,253.86,148.40200000000004,413.28099999999995
0,FsmReactiveController,2.0,Patient (5) Spawned 125 Critical[critical],True,1425.013,1437.575,1480.975,1494.4759999999999,1739.676,1769.346,245.2,69.46299999999997,344.3330000000001
0,FsmReactiveController,2.0,Patient (5) Spawned 126 Critical[critical],True,1431.667,1444.538,1481.532,1500.246,1781.266,1828.903,281.02,68.57900000000018,397.2360000000001
0,FsmReactiveController,2.0,Patient (5) Spawned 127[Untagged],False,1438.351,1450.898,1577.981,1614.539,1790.059,1840.302,175.52,176.18799999999987,401.9509999999998
0,FsmReactiveController,2.0,Patient (5) Spawned 128[Untagged],False,1441.66,1454.343,1577.981,1611.213,1871.183,1882.067,259.97,169.55299999999988,440.4069999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 129 Critical[critical],True,1450.008,1462.084,1480.796,1493.663,1721.793,1763.931,228.13,43.65499999999997,313.923
0,FsmReactiveController,2.0,Patient (5) Spawned 130[Untagged],False,1458.344,1470.794,1601.659,1616.3490000000002,1856.209,1874.621,239.86,158.0050000000001,416.27700000000004
0,FsmReactiveController,2.0,Patient (5) Spawned 131 Critical[critical],True,1466.667,1479.648,1496.344,1507.615,1781.675,1829.557,274.06,40.94800000000009,362.8900000000001
0,FsmReactiveController,2.0,Patient (5) Spawned 132[Untagged],False,1471.664,1484.334,1611.145,1621.222,1831.462,1843.313,210.24,149.558,371.6490000000001
0,FsmReactiveController,2.0,Patient (5) Spawned 133[Untagged],False,1471.772,1484.227,1601.659,1612.369,1907.869,1931.208,295.5,140.59699999999998,459.43600000000015
0,FsmReactiveController,2.0,Patient (5) Spawned 134[Untagged],False,1478.346,1490.729,1609.845,1649.191,1810.891,1836.825,161.7,170.84500000000003,358.47900000000004
0,FsmReactiveController,2.0,Patient (5) Spawned 135[Untagged],False,1480.003,1492.377,1679.046,1706.3039999999999,1991.754,2047.234,285.45,226.30099999999993,567.231
0,FsmReactiveController,2.0,Patient (5) Spawned 136[Untagged],False,1488.349,1500.594,1687.611,1700.002,1904.902,1931.977,204.9,211.65300000000002,443.62800000000016
0,FsmReactiveController,2.0,Patient (5) Spawned 137[Untagged],False,1490.005,1502.292,1690.115,1778.1470000000002,1915.217,1934.803,137.07,288.14200000000005,444.798
0,FsmReactiveController,2.0,Patient (5) Spawned 138[Untagged],False,1491.666,1504.492,1744.142,1780.574,2050.864,2210.413,270.29,288.90800000000013,718.7470000000001
0,FsmReactiveController,2.0,Patient (5) Spawned 139[Untagged],False,1505.005,1518.162,1740.051,1757.0410000000002,2010.901,2035.981,253.86,252.03600000000006,530.9759999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 140[Untagged],False,1508.343,1521.059,1742.33,1768.576,1989.296,2035.078,220.72,260.23299999999995,526.7349999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 141[Untagged],False,1510.014,1522.736,1741.591,1766.4759999999999,2004.936,2051.005,238.46,256.462,540.9910000000002
0,FsmReactiveController,2.0,Patient (5) Spawned 142[Untagged],False,1516.663,1528.945,1743.816,1762.432,1993.842,2039.647,231.41,245.769,522.9839999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 143[Untagged],False,1530.012,1542.701,1747.863,1795.6950000000002,1927.785,1936.036,132.09,265.6830000000002,406.0240000000001
0,FsmReactiveController,2.0,Patient (5) Spawned 144[Untagged],False,1535.008,1548.102,1800.818,1824.225,2013.905,2039.647,189.68,289.21699999999987,504.6389999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 145 Critical[critical],True,1535.104,1547.731,1577.815,1619.755,1865.775,1874.147,246.02,84.65100000000007,339.0429999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 146[Untagged],False,1535.215,1548.338,1801.671,1817.8509999999999,2042.001,2089.872,224.15,282.63599999999997,554.6569999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 147[Untagged],False,1543.352,1556.656,1800.036,1811.837,1964.707,1993.314,152.87,268.4849999999999,449.962
0,FsmReactiveController,2.0,Patient (5) Spawned 148[Untagged],False,1545.016,1557.596,1810.464,1817.677,2047.357,2170.665,229.68,272.66099999999983,625.6489999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 149[Untagged],False,1548.357,1561.284,1886.445,1917.436,2112.736,2159.675,195.3,369.07899999999995,611.3180000000002
0,FsmReactiveController,2.0,Patient (5) Spawned 150 Critical[critical],True,1550.011,1563.124,1601.631,1614.4609999999998,1830.321,1845.669,215.86,64.44999999999982,295.65800000000013
0,FsmReactiveController,2.0,Patient (5) Spawned 151[Untagged],False,1551.672,1564.307,1886.445,1911.9950000000001,2168.315,2213.832,256.32,360.3230000000001,662.1599999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 152[Untagged],False,1563.349,1576.409,1896.551,1918.7869999999998,2141.267,2164.613,222.48,355.4379999999999,601.2639999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 153[Untagged],False,1563.45,1575.945,1886.445,1913.799,2122.399,2163.874,208.6,350.34899999999993,600.4239999999998
0,FsmReactiveController,2.0,Patient (5) Spawned 154[Untagged],False,1566.676,1579.633,1897.571,1926.467,2196.067,2217.011,269.6,359.79100000000017,650.335
0,FsmReactiveController,2.0,Patient (5) Spawned 155[Untagged],False,1575.009,1587.574,1913.152,1951.8790000000001,2157.349,2232.984,205.47,376.8700000000001,657.9749999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 156[Untagged],False,1578.354,1591.357,1936.12,1945.2000000000003,2241.34,2275.77,296.14,366.84600000000023,697.4159999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 157[Untagged],False,1585.002,1598.593,1936.12,1976.121,2237.731,2281.089,261.61,391.11900000000014,696.087
0,FsmReactiveController,2.0,Patient (5) Spawned 158[Untagged],False,1586.678,1599.876,1936.12,2028.2500000000002,2244.51,2274.891,216.26,441.5720000000001,688.213
0,FsmReactiveController,2.0,Patient (5) Spawned 159 Critical[critical],True,1586.782,1599.361,1609.456,1621.86,1828.79,1848.623,206.93,35.077999999999975,261.8410000000001
0,FsmReactiveController,2.0,Patient (5) Spawned 160 Critical[critical],True,1590.009,1602.796,1670.869,1690.4260000000002,1883.026,1929.555,192.6,100.41700000000014,339.54600000000005
0,FsmReactiveController,2.0,Patient (5) Spawned 161[Untagged],False,1590.11,1602.915,1945.172,1969.2179999999998,2227.298,2328.294,258.08,379.10799999999995,738.184
0,FsmReactiveController,2.0,Patient (5) Spawned 162[Untagged],False,1596.68,1609.456,2007.427,2062.578,2192.998,2222.906,130.42,465.8979999999999,626.2259999999999
0,FsmReactiveController,2.0,Patient (5) Spawned 163[Untagged],False,1596.761,1609.845,2013.411,2086.5620000000004,2248.512,2284.196,161.95,489.8010000000004,687.435
0,FsmReactiveController,2.0,Patient (5) Spawned 164[Untagged],False,1606.667,1619.812,2053.601,2081.775,2260.005,2335.706,178.23,475.1080000000002,729.0390000000002
0,FsmReactiveController,2.0,Patient (5) Spawned 165[Untagged],False,1606.922,1619.405,2020.57,2130.465,2282.875,2336.549,152.41,523.5430000000001,729.627
0,FsmReactiveController,2.0,Patient (5) Spawned 166[Untagged],False,1613.365,1626.715,2063.057,2107.879,2393.659,2412.536,285.78,494.5139999999999,799.171
